idsubproduto,descricaoproduto
11821,PERFIL U SIMPLES 8 X 2.00MM ( ABA 50) #
11387,PERFIL U SIMPLES 8 X 2.65MM ( ABA 50 ) EMP2
123133989,"PERFIL U SIMPLES 8 X 4,75MM ( ABA 50 ) SAE 1006/1012 #"
11363,"PERFIL U SIMPLES 92 X 2,00 MM  EMP2"
123134110,"PERFIL U SIMPLES 92 X 2,00 MM ( ABA 30 )"
123133744,PERFIL U USINADA 3 NA 1ª ASTM A-36
123133745,PERFIL U USINADA 4 NA 1ª ASTM A-36
12001,PERFIL U USINADA 4 NA 2ª
123133746,PERFIL U USINADA 6 NA 1ª
11999,PERFIL U USINADA 6 NA 2ª
123133849,PERFIL U USINADA 8 NA 1ª
11963,KIT SEGURANÇA E ACESSO 1
10624,TUBO METALON 20 X 20 X 18 PROMO
11911,"TUBO GALVANIZADO  3/4 X 2,65"
10971,"TUBO GALVANIZADO  3/4 X 2,65 PROMO"
123133705,"TUBO GALVANIZADO C/ ROSCA 1'' X 2,65 NBR5580 CL(33,40EXT)"
334,"TUBO GALVANIZADO C/ ROSCA 1'' X 3,35 DIN2440 NBR 5580M (33,7"
123133706,"TUBO GALVANIZADO C/ ROSCA 1.1/2 X 3,00 NBR5580CL (48,30EXT)"
336,"TUBO GALVANIZADO C/ ROSCA 1.1/2 X 3,35 DIN2440 NBR5580M (48,"
123133707,"TUBO GALVANIZADO C/ ROSCA 1.1/4 X 2,65 NBR5580CL(42,40EXT)"
335,"TUBO GALVANIZADO C/ ROSCA 1.1/4 X 3,35 DIN2440 NBR5580M (42,"
332,"TUBO GALVANIZADO C/ ROSCA 1/2 X 2,65 DIN2440 NBR 5580M (21,3"
123133709,"TUBO GALVANIZADO C/ ROSCA 2'' X 3,00 NBR 5580 CL (60,30EXT)"
4508,"TUBO GALVANIZADO C/ ROSCA 2'' X 3,75 DIN2440 NBR5580M CM (60"
123133710,"TUBO GALVANIZADO C/ ROSCA 2.1/2 X 3,35 NBR5580CL(76,10EXT)"
6105,"TUBO GALVANIZADO C/ ROSCA 2.1/2 X 3,75 NBR5580 M DIN2440"
123133711,"TUBO GALVANIZADO C/ ROSCA 3'' X 3,35 NBR5580CL (88,90EXT)"
123133712,"TUBO GALVANIZADO C/ ROSCA 3/4 X 2,25 NBR5580CL ( 26,90EXT)"
333,"TUBO GALVANIZADO C/ ROSCA 3/4 X 2,65 DIN2440 NBR 5580M(26,90"
123133855,"TUBO GALVANIZADO S/ ROSCA 1'' X 18 ( 33,40 EXT ) #"
11253,"TUBO GALVANIZADO S/ ROSCA 1'' X 18 ( 33,40 EXT ) EMP2"
123133713,"TUBO GALVANIZADO S/ ROSCA 1"" X 14 ( 33,40 EXT ) #"
11243,"TUBO GALVANIZADO S/ ROSCA 1"" X 14 ( 33,40 EXT ) EMP2"
123133714,"TUBO GALVANIZADO S/ ROSCA 1.1/2 X 14 ( 48,30 EXT ) #"
11043,"TUBO GALVANIZADO S/ ROSCA 1.1/2 X 14 ( 48,30 EXT ) EMP2"
123133715,"TUBO GALVANIZADO S/ ROSCA 1.1/4 X 14 ( 42,20 EXT ) #"
11061,"TUBO GALVANIZADO S/ ROSCA 1.1/4 X 14 ( 42,20 EXT ) EMP2"
11819,"TUBO GALVANIZADO S/ ROSCA 1.1/4 X 18 ( 31,75 EXT )"
11367,"TUBO GALVANIZADO S/ ROSCA 1.1/4 X 18 ( 31,75 EXT ) EMP2"
123133877,"TUBO GALVANIZADO S/ ROSCA 1/2 X 14 ( 21,30 EXT ) #"
11163,"TUBO GALVANIZADO S/ ROSCA 1/2 X 14 ( 21,30 EXT ) EMP2"
123133716,"TUBO GALVANIZADO S/ ROSCA 2"" X 14 ( 60,30 EXT ) #"
11477,"TUBO GALVANIZADO S/ ROSCA 2"" X 14 ( 60,30 EXT ) EMP2"
123134019,"TUBO GALVANIZADO S/ ROSCA 2"" X 16 ( 50,80 EXT) #"
11249,"TUBO GALVANIZADO S/ ROSCA 2"" X 16 ( 50,80 EXT) EMP2"
123133767,"TUBO GALVANIZADO S/ ROSCA 2.1/2 X 14 ( 76,20 EXT ) #"
11269,"TUBO GALVANIZADO S/ ROSCA 2.1/2 X 14 76,20 EMP2"
123133717,"TUBO GALVANIZADO S/ ROSCA 3/4 X 14 ( 26,70 EXT ) #"
11181,"TUBO GALVANIZADO S/ ROSCA 3/4 X 14 ( 26,70 EXT ) EMP2"
123133880,"TUBO GALVANIZADO S/ ROSCA 4'' X 14 ( 101,60 EXT ) #"
11493,"TUBO GALVANIZADO S/ ROSCA 4'' X 14 ( 101,60 EXT ) EMP2"
123133766,TUBO METALON 100 X 100 X 14
10768,TUBO METALON 100 X 100 X 14  EMP2
123133940,TUBO METALON 100 X 100 X 3/16 *
123133765,TUBO METALON 100 X 100 X 3MM
11847,TUBO METALON 100 X 100 X 3MM EMP2
11481,TUBO METALON 15 X 15 X 18 EMPR 02
11489,TUBO METALON GALV 20 X 20 X 18 (EMPR 02 )
11487,TUBO METALON GALV 30 X 20 X 18 (EMPR02)
123133687,"TUBO PRETO 1 X 16 (25,40MM)"
11179,"TUBO PRETO 1 X 2.65MM (33,40MM) EMP2"
123133689,TUBO PRETO 1 X 2.65MM (33.40)
123133830,"TUBO PRETO 1.1/2 X 14 (38,10 EXT)"
4570,TUBO PRETO 1.1/2 X 14 (48 30 EXT)
123133680,"TUBO PRETO 1.1/2 X 16 (38,10MM)"
11645,"TUBO PRETO 1.1/2 X 16 (38,10MM) EMP2"
123133682,"TUBO PRETO 1.1/2 X 2.65MM (38,10 EXT)"
123133683,TUBO PRETO 1.1/2 X 2.65MM (48.30 EXT)
123133686,"TUBO PRETO 1.1/4 X 2.65MM (42,40MM)"
123133844,"TUBO PRETO 1/2 X 18 (12,70MM)"
10927,"TUBO PRETO 2 X 18 (50,80MM) EMP2"
123133694,"TUBO PRETO 2 X 2.65MM (50,80MM)"
123133780,"TUBO PRETO 2.1/2 X 14 (63,50MM)"
123133692,"TUBO PRETO 2.1/2 X 2,65MM (63.50MM)"
123133697,"TUBO PRETO 3 X 2.65MM (76,20MM)"
11317,"TUBO PRETO 3 X 2MM (76,20MM) EMP2"
5569,"TUBO PRETO 4 1/2 X 2,00MM (114,30 EXT PORTA ACO)"
123133701,"TUBO PRETO 4 X 2.65MM (101,60MM)"
123133702,"TUBO PRETO 5/8 X 18 (15,87 EXT)"
123133703,"TUBO PRETO 7/8 X 18 (22,22MM)"
1532,TUBO PRETO OITAVADO 3 X 2 MM *
11587,SUCATA F
12089,ABAFADOR 3M CA 14235 - 21 DBS - EPI
5854,ABAFADOR DE RUIDO - 19 DBS *
5855,ABAFADOR DE RUIDO - 21 DBS *
123133359,"AVENTAL DE RASPA 1,0 X 0,6 *"
12093,AVENTAL DE RASPA CA 19224- EPI
10562,BOTA CADAC NOBUK NEW PRIME PRETO 40
5848,BOTA ELASTICO 39 - MARLUVAS
12101,BOTA ELASTICO 39 CA 47225 MARLUVAS EPI
12103,BOTA ELASTICO 40 CA 47225 MARLUVAS EPI
12105,BOTA ELASTICO 41 CA 47225 MARLUVAS EPI
6035,BOTA ELASTICO 42
5849,BOTA ELASTICO 42 - MARLUVAS
12107,BOTA ELASTICO 42 CA 47225 MARLUVAS EPI
5861,BOTA ELASTICO 43 - MARLUVAS
12109,BOTA ELASTICO 43 CA 47225 MARLUVAS EPI
12111,BOTA ELASTICO 44 CA 47225 MARLUVAS EPI
12113,BOTA ELASTICO 45 CA 47225 MARLUVAS EPI
11389,BOTA ELASTICO N 36 MARLUVAS EVA
6029,BOTA ELASTICO SEG PU PRETA 40 (1103) DALLAS
6022,BOTA ELASTICO SEG PU PRETA 41 (1103) DALLAS
2981,BOTA ELASTICO VQ BICO N 39 WORKER
10194,BOTA ELASTICO VQ BICO N 40  MARLUVAS
12115,BOTA EPI VELCRO NOBUK CAFE Nº 37  MARLUVAS CA 43273
12117,BOTA EPI VELCRO NOBUK CAFE Nº 38  MARLUVAS CA 43273
12119,BOTA EPI VELCRO NOBUK CAFE Nº 39 MARLUVAS CA 43273
12121,BOTA EPI VELCRO NOBUK CAFE Nº 40 MARLUVAS CA 43273
12123,BOTA EPI VELCRO NOBUK CAFE Nº 41 MARLUVAS CA 43273
12125,BOTA EPI VELCRO NOBUK CAFE Nº 42 MARLUVAS CA 43273
12127,BOTA EPI VELCRO NOBUK CAFE Nº 43 MARLUVAS CA 43273
12129,BOTA EPI VELCRO NOBUK CAFE Nº 44 MARLUVAS CA 43273
10890,BOTA SEG CADARC ANTI-CHAMAS Nº 40 PRETA MARLUVAS
10732,BOTA SEG CADARC ANTI-CHAMAS Nº 41 PRETA MARLUVAS
10734,BOTA SEG CADARC ANTI-CHAMAS Nº 42 PRETA MARLUVAS
5937,BOTA SEG CADARC NOBUK CAFE Nº 40 KALA
10176,BOTA SEG CADARC NOBUK CAFE Nº 40 MARLUVAS
10180,BOTA SEG CADARC NOBUK CAFE Nº 41 KALA
10470,BOTA SEG CADARC NOBUK CAFÉ Nº 41 MARLUVAS
10178,BOTA SEG CADARC NOBUK CAFE Nº 42 MARLUVAS
10182,BOTA SEG CADARC NOBUK CAFE Nº 43 KALA
10468,BOTA SEG CADARC NOBUK CAFÉ Nº 43 MARLUVAS
10472,BOTA SEG CADARC NOBUK CASTOR Nº 42  MARLUVAS
10184,BOTA SEG CADARC NOBUK CINZA Nº 40  MARLUVAS
10186,BOTA SEG CADARC NOBUK CINZA Nº 41 MARLUVAS
10188,BOTA SEG CADARC NOBUK CINZA Nº 42 MARLUVAS
10190,BOTA SEG CADARC NOBUK CINZA Nº 43 MARLUVAS
1308,BOTA SEG CADARC NOBUK PRETO N°40 KALA
10466,BOTA SEG CADARC NOBUK PRETO Nº 43 KALA
5932,BOTA SEG CADARC VAQUETA CHOCOLATE Nº 40 DALLAS
11429,BOTA SEG PU BRAND/CHOCOL. 39 (1124) DALLAS
11431,BOTA SEG PU BRAND/CHOCOL. 40 (1124) DALLAS
11433,BOTA SEG PU BRAND/CHOCOL. 41 (1124) DALLAS
11435,BOTA SEG PU BRAND/CHOCOL. 42 (1124) DALLAS
11437,BOTA SEG PU BRAND/CHOCOL. 43 (1124) DALLAS
10396,BOTA SEG VELCRO NOBUCK CAFE Nº 39 MARLUVAS
10398,BOTA SEG VELCRO NOBUCK CAFE Nº 40 MARLUVAS
5843,BOTA SEG VELCRO NOBUCK CAFE Nº 41
10458,BOTA SEG VELCRO NOBUCK CAFE Nº 41 MARLUVAS
10400,BOTA SEG VELCRO NOBUCK CAFE Nº 42 MARLUVAS
10564,BOTA SEG VELCRO NOBUCK CAFE Nº 43 MARLUVAS
1301,BOTA SEG VELCRO NOBUCK PRETA 39
6003,BOTA SEG VELCRO NOBUCK PRETO 39 MARLUVAS
10568,BOTA SEG VELCRO NOBUCK PRETO 40 MARLUVAS
10566,BOTA SEG VELCRO NOBUCK PRETO 41 MARLUVAS
6006,BOTA SEG VELCRO NOBUCK PRETO 42 MARLUVAS
6007,BOTA SEG VELCRO NOBUCK PRETO 43 MARLUVAS
6008,BOTA SEG VELCRO NOBUCK PRETO 44 MARLUVAS
11421,BOTA VELCRO SEG PU CAFE 40 (1150) DALLAS
11423,BOTA VELCRO SEG PU CAFE 41 (1150) DALLAS
11425,BOTA VELCRO SEG PU CAFE 42 (1150) DALLAS
11427,BOTA VELCRO SEG PU CAFE 43 (1150) DALLAS
11439,BOTA VELCRO SEG PU PRETA 39 (1153)  DALLAS
11441,BOTA VELCRO SEG PU PRETA 40 (1153)  DALLAS
11443,BOTA VELCRO SEG PU PRETA 41 (1153)  DALLAS
11445,BOTA VELCRO SEG PU PRETA 42 (1153)  DALLAS
11447,BOTA VELCRO SEG PU PRETA 43 (1153)  DALLAS
2136,CAPA DE CHUVA G CA 28191 - EPI
2132,CAPA PVC CRISTAL C/ MANGA G *
2131,CAPA PVC CRISTAL C/ MANGA GG ( INCOLOR ) *
2135,CAPA PVC FORRO C/ MANGA GG ( AMARELA ) *
5868,CAPACETE 800 BRANCO C/ CARNEIRA *
4822,CAPACETE AZUL C / CARNEIRA *
12087,CAPACETE CA 31469 - EPI
3686,CARNEIRA P/ MASCARA DE SOLDA
3685,CARNEIRA SIMPLES P/CAPACETE *
10320,CINTURAO DE FERRAMENTAS DUPLO  WORKER
10318,CINTURAO DE FERRAMENTAS WORKER
10284,COLETE REFLETIVO AM 2 BOLSOS TAM G WORKER
10286,COLETE REFLETIVO AM 4 BOLSOS TAM G WORKER
10314,COLETE REFLETIVO AM 4 BOLSOS TAM GG WORKER
10288,COLETE REFLETIVO LJ 2 BOLSOS TAM G WORKER
10290,COLETE REFLETIVO LJ 4  BOLSOS TAM G WORKER
10316,COLETE REFLETIVO LJ 4  BOLSOS TAM GG WORKER
10292,COLETE REFLETIVO POLIESTER AM FLUOR TAM UNICO KALA
10294,COLETE REFLETIVO POLIESTER AM FLUOR TAM UNICO WORKER
10296,COLETE REFLETIVO POLIESTER LJ FLUOR TAM UNICO WORKER
11411,COTURNO SEG ACOLCH VELCRO 39 (1154) DALLAS
11413,COTURNO SEG ACOLCH VELCRO 40 (1154) DALLAS
11415,COTURNO SEG ACOLCH VELCRO 41 (1154) DALLAS
11417,COTURNO SEG ACOLCH VELCRO 42 (1154) DALLAS
11419,COTURNO SEG ACOLCH VELCRO 43 (1154) DALLAS
11449,COTURNO SEG ACOLCH VELCRO NOBUCK PRETA 40 DALLAS
11451,COTURNO SEG ACOLCH VELCRO NOBUCK PRETA 41 DALLAS
11453,COTURNO SEG ACOLCH VELCRO NOBUCK PRETA 42 DALLAS
11455,COTURNO SEG ACOLCH VELCRO NOBUCK PRETA 43 DALLAS
10300,GALOCHA  CANO MEDIO S PVC  39
5980,LENTE INTERNA TITANIUM*
700,LUVA COLORIDA MUCAMBO ( G ) *
3204,LUVA DE RASPA CANO LONGO 20 CM *
10963,LUVA DE SOLDAGEM PRETA MD BLACK
3325,LUVA DE VAQUETA P7 *
5837,LUVA MISTA PETROLEIRA PUNHO 7
10384,LUVA TRICOTADA  PRETA PIGMENTADA MAOS/DEDOS *
3135,MANGA DE RASPA REF 950 PAR *
10372,MASCARA DE SOLDA ESAB SWARM A10
12051,MASCARA DE SOLDA GUEPAR
10253,MASCARA DE SOLDA KALA  K20
760,MASCARA DE SOLDA MANUAL 620 ( ESCUDO ) *
6143,MASCARA DE SOLDA PROF TITANIUM CONTROL
3246,MASCARA DE SOLDA VISOR ARTICULADO
759,MASCARA DE SOLDA VISOR FIXO 720
6128,OCULOS ADVENTURE INCOLOR 140 *
10174,OCULOS DE PROTEÇÃO AMPLA VISÃO EURO
6195,OCULOS DE SOLDA AUT TITANIUM VISOR TON 11 EXV
245,OCULOS INCOLOR CA 34082 - EPI
1785,OCULOS P/ MACARIQUEIRO MOD 120 *
6197,OCULOS POLICARBONATO AMARELO
1578,OCULOS SKY AMBAR *
2353,OCULOS SKY FUME *
1579,OCULOS SKY INCOLOR *
5798,OCULOS SUMMER AMBAR *
5799,OCULOS SUMMER FUME *
5800,OCULOS SUMMER INCOLOR *
5801,OCULOS SUMMER RAYBAN *
12095,PERNEIRA DE RASPA CA 25388 - EPI
2004,PROTETOR AURICULAR PLUG *
4244,PROTETOR FACIAL 158 C 8'' ( INCOLOR ) 2113
1401,PROTETOR FACIAL 158V VERDE *
12091,PROTETOR FACIAL CA 11442 CARBOGRAFITE - EPI
5905,RESPIRADOR DOBRAVEL PFF2-S/ VALVULA *
5880,RESPIRADOR DOBRAVEL PFF3-C/ VALVULA
1005,VIDRO REDONDO INCOLOR 50 MM ( PAR ) *
1006,VIDRO RETANGULAR BRANCO P/ MASCARA 51X 108 MM *
1007,VIDRO RETANGULAR PRETO P/ MASCARA 50 X 107 MM N.10 *
11693,COLUNA ACO P/ C. ARM 1/4 (7X20) 6M EMP2
3369,COLUNA ACO P/ C. ARM 1/4 (7X20) 6M.
6040,"COLUNA ACO P/ C. ARM. 10,0 MM (7X14) 6M"
11697,"COLUNA ACO P/ C. ARM. 10,0 MM (7X20) 6M EMP2"
123134092,"COLUNA ACO P/ C. ARM. 10,0 MM (7X20) 6M."
5998,FORMA LAJE 125 X 30 X 2.65 X 7.000MM
3947,CANTO COLONIAL QUIMIPLAST (EXTERNO) *
3904,CANTO COLONIAL QUIMIPLAST (INTERNO) *
3725,RODAFORRO U QUIMIPLAST 6.MT
11741,BARRA REDONDA 1/2 EMP2
10644,CHAPA COR 350 5/16 6000X1200
123133891,"PERFIL H A572 GR 50 W 150 X 22,5 6M"
10668,"PERFIL H A572 GR 50 W 150 X 22,5 6M * EMP2"
123134031,"PERFIL H A572 GR 50 W 150 X 29,8 X 6M"
11855,"PERFIL H A572 GR 50 W 150 X 29,8 X 6M EMP2"
123133901,"PERFIL I A572 GR 50 W 150 X 13,0 6M *"
11513,"PERFIL I A572 GR 50 W 200 X 15,0 6M EMP 2"
11733,"PERFIL I A572 GR 50 W 250 X 38,5 6M EMPR 02"
123134021,"PERFIL I A572 GR 50 W 360 X 32,9 X 6M"
123133740,PERFIL I USINADA 3 NA 1ª ALMA ASTM A-36
123133741,PERFIL I USINADA 4 NA 1ª ALMA ASTM A-36
123133742,PERFIL I USINADA 5 NA 1ª ALMA ASTM A-36
123133743,PERFIL I USINADA 6 NA 1ª ALMA ASTM A-36
123133886,PERFIL U SIMPLES 8 X 3MM
11849,"PERFIL U USINADA 10""  NA  2 ALMA EMP2"
4481,"PERFIL U USINADA 10"" NA 2 ALMA"
12043,"PERFIL U USINADA 12"" NA 1ALMA"
11851,"PERFIL U USINADA 12"" NA 1ALMA EMP2"
10646,"TELA 2,45 X 6 Q 335"
10092,"TELA SOLDADA Q503 8,00 10X10 2,45X6,00"
10654,TUBO GALV 38.10 X 3MM X 6MTS
123133991,TUBO PRETO 8 X 3MM
11909,TUBO PRETO 8 X 3MM EMP2
123134124,BARRA REDONDA 1/4 ESTRUTURAL
123133968,BARRA REDONDA 5/16 ESTRUTURAL ( LEVE AMARELA )
11407,ESPAÇADOR CIRCULAR 20MM
2044,ESTRIBO 17 X 17
123134088,PERFIL U 2 X 2MM/1.80MM ESTRUTURAL AZUL
123134013,PERFIL U ENRIJ 127 X 50 X 4.75
123134069,PERFIL U ESTRUTURAL 3 POL
4486,SAPATA 1/4 (60 X 60)
10374,TRELICA DE LAJE H12 12MT
1332,"TRELICA TG8L ALT 8 CM 6/4,2/4,2 C/7 METROS"
1330,"TRELICA TG8L ALT 8 CM 6/4,2/4,2 C/9 METROS *"
11755,"TRELICA TG8L ALT 8 CM 6/4,2/4,2 C/9 METROS EMP2"
11983,"GRADE ARTISA GALV FIO 3,80MM 10 X 5CM - 1,20 X 2,50M"
11981,"GRADE ARTISA GALV FIO 3,80MM 10 X 5CM - 1,50 X 2,50M"
11985,"GRADE ARTISA GALV FIO 3,80MM 5 X 5CM - 1,20 X 2,50M"
11987,"GRADE ARTISA GALV FIO 3,80MM 5 X 5CM - 1,50 X 2,50M"
3241,"PAINEL SOLDADO MALHA 100 X 50 FIO 4,00 MM *"
5654,"TELA ALAMBRADO 2,3MM 15CM X 5 CM X 2M ALTURA *"
6065,"TELA ALAMBRADO 5 X15CM FIO 2,30MM 1,00M DE ALTURA"
6066,"TELA ALAMBRADO 5X15CM FIO 2,30MM 1,20M DE ALTURA"
10672,"TELA ALAMBRADO 5X5CM FIO 1,65MM 0,50CM  DE ALTURA"
5818,"TELA ALAMBRADO PVC VERDE 10CM X 5CM X 1,50 ALTURA *"
6001,TELA ARTICULADA FIO 12 MALHA 50 ( GALVANIZADA ) * 2 X 1
6145,"TELA FACHANET FIO 1,20MM MALHA 25M X 1,50 ALT"
6146,"TELA FACHANET FIO 1,24MM MALHA 2,5 X 1M"
11835,"TELA HEXAGONAL VIVEIRO GALV. C/ 50,00 X 1,00"
1773,TELA OND FIO 10G MALHA 40MM 2X1 *
10929,TELA ONDULADA FIO 12 MALHA 15*
10931,TELA ONDULADA FIO 16G MALHA 15*
123134078,TELA SOLDADA EQ138 3 X 2 10X10 4.2 MM
123133997,"TELA SOLDADA EQ45 3 X 2 20 X 20 3,4MM(LEVE)"
123133906,"TELA SOLDADA EQ61 3 X 2 15 X 15 3,4 MM (MEDIA) *"
11239,"TELA SOLDADA EQ69 3 X 2 20 X 20 4,2MM (REFORÇADA)"
123133799,"TELA SOLDADA EQ92 3 X 2 15 X 15 4,2 ( REFORCADA) *"
123134095,"TELA SOLDADA Q138 2,45 X 6,00 10 X 10 4,2 MM BRANCO"
11753,"TELA SOLDADA Q196 2,45 X 6,00 10 X 10 5,0 AMARELO EMP2"
123133986,"TELA SOLDADA Q196 2,45 X 6,00 10 X 10 5,0 MM AMARELO"
123134132,"TELA SOLDADA Q283 2,45 X 6,00 10 X 10 6,00 MM * AZUL"
11689,"TELA SOLDADA Q335 2,45 X 6,00 15 X 15 8,00 MM"
123134061,"TELA SOLDADA Q92 2,45 X 6 MTS 15 X 15  4.2MM VERMELHA"
157,"TELA TECIDO 4 X 22 X 0,60CM *"
11619,CAT BATERIA 4.0 18V DXB4
11621,CAT CARREGADOR 4.0 18V DXC4
11611,CAT CHAVE DE IMPACTO 18V  BRUSHLESS BATERIA DX72B
11617,CAT ESMERILHADEIRA BATERIA 18 V DX31B
11607,CAT FURADEIRA DE IMPACTO BRUSHLESS BATERIA  18V DX 12
11603,CAT FURADEIRA/PARAFUSADEIRA BATERIA 12V DX14
11605,CAT FURADEIRA/PARAFUSADEIRA BATERIA 18V DX11
11623,CAT KIT CARREGADOR + BATERIA 18V DXK904
11609,CAT MARTELETE 18V BATERIA DX21
11615,CAT SERRA CIRCULAR BATERIA 18V DX53B
11613,CAT SERRA TICO TICO BATERIA 18 V DX51B
11201,COMBO GSR 120-LI+GDR 120-LI+MALETA 2B
11341,DENVER ATTIVA 65
11637,DENVER TORO SUPER 250
11635,DENVER TRACTORE 200
10350,DENVER VERSATIL PLUS
10782,DESINCRUSTADOR PNEUMATICO DE AGULHAS
5894,"ESMERILHADEIRA 4.1/2"" EAD754 127V DWT *"
10770,ESMERILHADEIRA 5 PNEUMATICA
5895,"ESMERILHADEIRA 5"" EAD865 127V DWT *"
486,ESMERILHADEIRA ANG BOSCH GWS 22/180 127V - PROF
485,ESMERILHADEIRA ANG BOSCH GWS 700 AZUL 710W 110 V *
3515,ESMERILHADEIRA ANG BOSCH GWS 850 M14 AZUL 127 V *
4491,"ESMERILHADEIRA ANG MAKITA M0920B 7"" 127 V *"
11765,ESMERILHADEIRA ANG RANGER 115MM 780W 127V (1000127)
11273,ESMERILHADEIRA NAVALHA ANGULAR 650W 220V 0822 -  TITANIUM
3403,ESMERILHADEIRA SKIL 4 1/2 700 W 220 V *
11499,FERRAMENTA MULTIFUNCIONAL A BATERIA 7 EM 1
2020,FURADEIRA BANCADA FERRARI 1/2CV FGC-16 220V *
10386,FURADEIRA IMPAC BOSCH GSB 13 RE 127 V *
2984,FURADEIRA IMPAC BOSCH GSB 16 RE 110 V *
6203,FURADEIRA IMPAC BOSCH GSB 450 RE 127V *
5871,FURADEIRA IMPAC BOSCH GSB 550 RE 11A0 127V *
5891,"FURADEIRA IMPAC DWT 1/2"" FID852 127V"
5890,"FURADEIRA IMPAC DWT 3/8"" FID595 127V"
12131,FURADEIRA IMPAC RANGER 710W 1/2 127 (RFI0710127)
10410,FURADEIRA MAKITA C/MALETA 127 V HP 1640KX1
12023,FURADEIRA MAKITA S/MALETA 127 V HP 1640KX2
10406,FURADEIRA MAKITA S/MALETA 127V HP1640
5897,INVERSOR DE SOLDA MMA CORTE PLASMA CUT-500 PRO 220V
11895,KIT DE ACESSORIOS 4PÇ MOTOCOMPRESSOR (MAM)
5883,"LIXADEIRA ANG 7"" LAD1407 127V DWT *"
12053,MAQ MIG BOXER
10596,MAQ SOLDA BOXER 140 INVERSORA  BV TOUCH150
10592,MAQ SOLDA BOXER 160 INVERSORA  BV FLAMA161
10594,MAQ SOLDA BOXER 200 INVERSORA  BV FLAMA201
10450,MAQ SOLDA KENDE INVER SS-PRO160 BIVOLT -  MOSTRUÁRIO
10572,MAQ SOLDA KENDE INVERS. MIG SEM GAS P/ ARAME DE 1KG
10448,MAQ SOLDA KENDE INVERSORA 130D BIVOLT
11889,MAQ SOLDA KENDE INVERSORA 130D BIVOLT - MOSTRUÁRIO
10452,MAQ SOLDA KENDE INVERSORA TOP 275X 220V - MOSTRUÁRIO
11771,MAQ SOLDA TOUCH145 BV BOXER INVER.  140AMP
5912,MAQ.SOLDA DV INVERS. MANUAL VELOCCE PLUS *
10243,MAQ.SOLDA TWI-140  TERRA INVERS BIVOLT 110/220V
6126,MAQ.SOLDA TWI-180 TERRA INVERS BIVOLT 110/220V
10574,MAQ.SOLDA TWI-200 TERRA INVERS 220V
123134051,MAQUINA INV MMA INVERTER JOY 140 10 140 220V MF S MAL *
5828,MAQUINA SOLDA DV INVERS MANUAL DENVER MINI *
11275,MARTELETE 650W 127V TITANIUM C/ MALETA
11807,MARTELETE PERFU. PROF 1000W 3.2J SDS PLUS 127V RANGER
11823,MARTELETE PERFU. PROF 2000W 12J SDS PLUS 220V RANGER
11809,MARTELETE PERFU. ROMPEDOR 1300W 5J SDS PLUS 220V RANGER
4856,MARTELETE PERFURADOR ROMP BOSCH 1125A GBH 2-20 127V *
3941,MARTELETE ROMPEDOR MAKITA 24 MM HR2470 800W 110 V *
3688,MARTELO PERFURADOR 750 W SKIL 220 V *
11893,"MOTOCOMPRESSOR CMI 8,7/24BR 120LBS 2HP 127/220 NAC"
2110,"MOTOCOMPRESSOR MAM 10/50BR 120LBS 2,5HP 127/220 NAC"
5782,MOTOR 1 CV 4 POLOS MONO FA 2 (N)
514,MOTOR ESMERIL BANCADA 6'' FAMASTIL 360W
3141,MOTOR TRIFASICO 3 CV 220/380 V *
12035,PARAF/ FURAF. 1BAT ABSR 12 COMPACT 12V -  WURTH
1636,PARAFUSADEIRA / FURADEIRA BOSCH GRS 1000 SMART 12V
5984,PARAFUSADEIRA / FURADEIRA BOSCH GSR 180 BATERIA BIV 18V - PR
10894,PARAFUSADEIRA A BATERIA C/ CORTADOR DE CHAPA- TITANIUM
11159,PARAFUSADEIRA A BATERIA TITANIUM CARBON 21V 35PÇS
2190,PARAFUSADEIRA BOSCH GSR 6-25 TE 220 V - PROF
12009,PARAFUSADEIRA IMPAC. RANGER 21V 1 BAT. C/ MALETA (021001)
11769,PARAFUSADEIRA IMPAC. RANGER 21V 2 BAT. C/ MALETA (021002)
11767,PARAFUSADEIRA RANGER 12V 1 BATERIA (012001)
5791,"PARAFUSADEIRA SKILL 2248 J3 BAT. 4,8V 220V"
5921,PISTOLA DE GESSO FAI72N COM REGULAGEM *
10772,PISTOLA DE PINTURA BICO 2MM ALTA PRESSÃO
3931,PISTOLA PINTURA ELETRICA VONDER PEV 400 127 V *
1296,POLITRIZ GPO 12 BOSCH 110 V *
5882,"SERRA CIRCULAR DWT 7.1/4"" 127V SCD1100"
10388,SERRA MARMORE 9815 1200W 127 V SKILL
1011,SERRA MARMORE BOSCH GDC 150 220 V *
6047,SERRA MARMORE BOSCH TITAN GDC150 127V *
12133,SERRA RAPIDA 1100W 4.3/8 127V RANGER (RSM1100127)
12011,SERRA RAPIDA 2200W 14 220V RANGER (2200220)
5886,SERRA TICO-TICO DWT TTD400 400W 127V
1294,SERRA TICO-TICO SKILL 4003 380W 127V *
5888,TUPIA DWT TLD506 127V PARA LAMINADOS
3429,CONJUNTO DE SOLDA OXI - ACET MILLENIUM COMPLETO *
11651,DENVER ULTRA SUPER 220VOLTS
5915,DENVER ULTRA SUPER BIVOLT
6139,INVERSOR DE SOLDA OTTIMA SUPER
11153,INVERSOR ESAB BANTAM 3.2 BIVOLT
4736,INVERSOR ESAB LHN 242I PLUS
